elapsed_sec,version,fps,frame_time_ms,cpu_time_ms,gpu_time_ms,avg_fps,min_fps,max_fps,std_dev_fps,avg_cpu_time_ms,avg_gpu_time_ms
51.437,baseline,10.93,91.45,91.37,89.88,11.31,9.12,15.79,10.29,88.43,86.76
51.539,baseline,10.87,91.98,101.53,89.29,11.27,9.12,15.79,10.09,88.94,87.08
51.648,baseline,9.85,101.54,109.51,100.80,11.20,9.12,15.79,9.95,89.72,87.61
51.748,baseline,9.07,110.25,99.35,108.47,11.11,9.07,14.57,9.72,90.08,88.39
51.847,baseline,10.06,99.36,98.19,98.20,11.06,9.07,14.57,9.66,90.31,88.76
51.952,baseline,10.11,98.87,104.99,97.08,11.03,9.07,14.57,9.69,90.74,89.00
52.053,baseline,9.52,105.01,100.51,104.04,10.98,9.07,14.57,9.74,91.22,89.45
52.145,baseline,9.88,101.21,91.32,98.78,10.92,9.07,14.57,9.53,91.59,89.93
52.237,baseline,10.95,91.33,92.51,90.29,10.88,9.07,13.79,9.05,91.82,90.31
52.326,baseline,10.74,93.13,87.97,90.61,10.85,9.07,13.79,8.90,91.79,90.52
52.422,baseline,11.37,87.99,95.95,86.19,10.86,9.07,13.79,8.91,91.81,90.47
52.528,baseline,10.35,96.58,105.06,94.83,10.85,9.07,13.79,8.92,92.01,90.49
52.634,baseline,9.52,105.08,106.26,104.30,10.83,9.07,13.79,9.07,92.59,90.72
52.733,baseline,9.35,106.98,98.14,104.65,10.76,9.07,13.78,8.89,92.97,91.29
52.836,baseline,10.19,98.15,102.79,97.20,10.72,9.07,13.78,8.61,93.08,91.67
52.933,baseline,9.67,103.46,97.01,100.79,10.71,9.07,13.78,8.70,93.23,91.78
53.033,baseline,10.31,97.03,99.40,95.86,10.69,9.07,13.78,8.68,93.69,91.94
53.132,baseline,10.00,100.05,98.27,97.92,10.64,9.07,13.67,8.28,94.11,92.39
53.229,baseline,10.17,98.29,97.04,96.49,10.59,9.07,13.37,7.84,94.49,92.79
53.325,baseline,10.24,97.69,95.93,95.35,10.55,9.07,13.27,7.42,94.58,93.17
53.427,baseline,10.42,95.95,101.67,94.40,10.54,9.07,13.27,7.40,94.60,93.26
53.534,baseline,9.77,102.33,106.12,99.68,10.53,9.07,13.27,7.42,94.87,93.28
53.646,baseline,9.42,106.13,111.93,104.54,10.50,9.07,13.27,7.53,95.14,93.53
53.753,baseline,8.88,112.67,106.15,110.04,10.47,8.88,13.27,7.85,95.25,93.79
53.862,baseline,9.42,106.17,109.52,105.05,10.46,8.88,13.27,7.95,95.47,93.90
53.973,baseline,9.07,110.28,109.64,108.36,10.44,8.88,13.27,8.17,95.95,94.13
54.080,baseline,9.12,109.66,107.34,108.08,10.39,8.88,13.27,8.13,96.37,94.60
54.189,baseline,9.25,108.07,108.49,105.29,10.34,8.88,13.27,8.08,96.62,95.00
54.317,baseline,9.22,108.51,127.76,106.90,10.31,8.88,13.27,8.21,97.32,95.25
54.433,baseline,7.78,128.59,115.35,126.29,10.24,7.78,13.27,9.04,97.70,95.96
54.535,baseline,8.67,115.36,101.57,114.08,10.20,7.78,13.27,9.29,97.61,96.33
54.650,baseline,9.77,102.33,114.12,100.28,10.21,7.78,13.27,9.22,97.78,96.24
54.756,baseline,8.76,114.14,106.23,113.33,10.19,7.78,13.27,9.42,98.14,96.43
54.864,baseline,9.35,106.96,107.34,104.03,10.15,7.78,13.27,9.33,98.42,96.78
54.963,baseline,9.31,107.36,99.29,105.47,10.12,7.78,13.27,9.34,98.35,97.05
55.060,baseline,10.00,99.98,95.88,97.12,10.13,7.78,13.27,9.31,98.44,96.96
55.170,baseline,10.43,95.90,110.73,94.12,10.12,7.78,13.27,9.25,98.80,97.04
55.281,baseline,8.97,111.43,109.68,109.34,10.09,7.78,13.27,9.31,99.07,97.40
55.381,baseline,9.12,109.70,100.51,107.85,10.06,7.78,13.27,9.37,99.30,97.65
55.483,baseline,9.88,101.21,100.56,98.08,10.04,7.78,13.27,9.24,99.72,97.87
55.580,baseline,9.94,100.57,97.14,99.12,9.99,7.78,12.08,8.69,99.82,98.28
55.685,baseline,10.22,97.84,104.94,96.02,9.98,7.78,12.08,8.63,99.74,98.38
55.787,baseline,9.53,104.95,101.51,104.10,9.99,7.78,12.08,8.56,99.85,98.30
55.887,baseline,9.78,102.23,99.22,100.51,9.98,7.78,12.08,8.55,100.00,98.41
55.990,baseline,10.08,99.23,102.68,98.16,9.96,7.78,12.08,8.45,100.12,98.56
56.088,baseline,9.67,103.38,98.17,101.78,9.95,7.78,12.08,8.44,100.02,98.68
56.201,baseline,10.19,98.18,112.90,96.59,9.96,7.78,12.08,8.44,100.30,98.58
56.305,baseline,8.80,113.62,102.73,110.72,9.93,7.78,12.08,8.59,100.51,98.85
56.410,baseline,9.73,102.75,105.09,101.07,9.91,7.78,12.08,8.49,100.87,99.05
56.508,baseline,9.45,105.79,96.99,103.07,9.88,7.78,12.08,8.22,101.02,99.39
56.610,baseline,10.31,97.00,102.74,95.76,9.86,7.78,12.08,8.05,101.37,99.54
56.713,baseline,9.67,103.42,101.60,101.34,9.83,7.78,11.68,7.68,101.63,99.88
56.820,baseline,9.84,101.61,107.24,100.91,9.81,7.78,11.37,7.39,101.96,100.15
56.921,baseline,9.26,107.97,100.44,106.29,9.77,7.78,11.37,7.22,102.11,100.48
57.013,baseline,9.96,100.45,92.39,98.99,9.76,7.78,11.37,7.08,102.05,100.63
57.116,baseline,10.74,93.07,101.52,90.79,9.77,7.78,11.37,7.14,102.16,100.57
57.218,baseline,9.85,101.53,102.74,100.75,9.75,7.78,11.37,7.08,102.16,100.70
57.316,baseline,9.67,103.43,97.04,100.67,9.75,7.78,11.37,7.08,102.23,100.69
57.411,baseline,10.30,97.06,94.75,95.25,9.75,7.78,11.37,7.00,102.27,100.77
57.511,baseline,10.48,95.40,99.37,93.01,9.74,7.78,11.37,6.95,102.40,100.80
57.618,baseline,10.06,99.38,107.29,98.63,9.73,7.78,11.37,6.81,102.67,100.95
57.731,baseline,9.26,108.00,111.86,105.85,9.71,7.78,11.37,6.70,102.84,101.23
57.831,baseline,8.94,111.87,100.46,110.49,9.69,7.78,11.37,6.79,102.69,101.39
57.930,baseline,9.88,101.17,98.16,98.33,9.70,7.78,11.37,6.73,102.67,101.22
58.021,baseline,10.19,98.17,91.29,96.49,9.71,7.78,11.37,6.74,102.56,101.19
58.117,baseline,10.88,91.94,94.69,90.04,9.72,7.78,11.37,6.87,102.38,101.07
58.217,baseline,10.56,94.70,100.45,94.01,9.73,7.78,11.37,6.94,102.38,100.91
58.317,baseline,9.89,101.09,99.33,98.81,9.73,7.78,11.37,6.94,102.52,100.91
58.439,baseline,10.07,99.34,122.09,98.19,9.72,7.78,11.37,6.80,103.01,101.04
58.541,baseline,8.14,122.84,100.49,119.99,9.67,7.78,11.37,7.14,103.22,101.53
58.642,baseline,9.95,100.51,101.64,99.08,9.65,7.78,10.88,6.87,103.31,101.74
58.742,baseline,9.77,102.33,99.27,99.45,9.65,7.78,10.88,6.81,103.22,101.82
58.846,baseline,10.07,99.29,103.80,97.81,9.65,7.78,10.88,6.83,103.18,101.71
58.953,baseline,9.57,104.51,106.14,102.39,9.66,7.78,10.88,6.82,103.31,101.67
59.051,baseline,9.42,106.16,98.14,105.31,9.65,7.78,10.88,6.79,103.23,101.81
59.154,baseline,10.12,98.85,102.80,97.17,9.65,7.78,10.88,6.82,103.33,101.75
59.244,baseline,9.73,102.81,89.01,101.07,9.64,7.78,10.88,6.77,103.15,101.83
59.350,baseline,11.15,89.68,106.21,87.62,9.66,7.78,11.15,6.99,103.29,101.66
59.449,baseline,9.41,106.23,98.20,104.66,9.65,7.78,11.15,6.96,103.31,101.80
59.567,baseline,10.11,98.92,117.62,97.08,9.65,7.78,11.15,6.94,103.67,101.83
59.678,baseline,8.50,117.64,110.71,116.32,9.61,7.78,11.15,7.10,103.82,102.19
59.783,baseline,8.97,111.49,104.99,109.00,9.60,7.78,11.15,7.16,103.80,102.35
59.886,baseline,9.52,105.00,102.74,104.16,9.60,7.78,11.15,7.15,103.65,102.34
59.986,baseline,9.67,103.43,99.25,101.22,9.61,7.78,11.15,7.07,103.53,102.20
60.080,baseline,10.07,99.27,93.62,98.12,9.63,7.78,11.15,7.09,103.27,102.08
60.175,baseline,10.61,94.26,94.82,91.93,9.65,7.78,11.15,7.14,103.02,101.81
60.272,baseline,10.54,94.83,97.08,93.06,9.67,7.78,11.15,7.19,102.85,101.56
